[63390:775:1120/142111.279509:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[63390:775:1120/142111.282031:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[63390:775:1120/142111.312145:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[63390:775:1120/142112.227215:WARNING:CONSOLE(0)] "HTML Imports is deprecated and will be removed in M73, around March 2019. Please use ES modules instead. See https://www.chromestatus.com/features/5144752345317376 for more details.", source:  (0)
[63390:775:1120/142112.316021:WARNING:CONSOLE(77)] "document.registerElement is deprecated and will be removed in M73, around March 2019. Please use window.customElements.define instead. See https://www.chromestatus.com/features/4642138092470272 for more details.", source: https://ssl.gstatic.com/chrome/components/doodle-notifier-02.html (77)
[63390:775:1120/142118.494672:INFO:CONSOLE(8)] "SW registered", source: https://www.google.com/_/chrome/newtab?ie=UTF-8 (8)
[63390:775:1120/142123.823337:INFO:CONSOLE(8)] "sfdc-lightning/charts/donut.js has been deprecated. Please update your code to use lightning-donut-chart", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-reporting/EclairNG.js (8)
[63390:775:1120/142124.339138:INFO:CONSOLE(1633)] "Warning: Accessing createClass via the main React package is deprecated, and will be removed in React v16.0. Use a plain JavaScript class instead. If you're not yet ready to migrate, create-react-class v15.* is available on npm as a temporary, drop-in replacement. For more info see https://fb.me/react-create-class", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (1633)
[63390:775:1120/142124.342739:INFO:CONSOLE(1633)] "Warning: Accessing PropTypes via the main React package is deprecated, and will be removed in  React v16.0. Use the latest available v15.* prop-types package from npm instead. For info on usage, compatibility, migration and more, see https://fb.me/prop-types-docs", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (1633)
[63390:775:1120/142124.378781:INFO:CONSOLE(2458)] "invalid label: {"0":"InsightsSelector","1":"measure"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.379914:INFO:CONSOLE(2458)] "invalid label: {"0":"InsightsSelector","1":"dimension"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.380706:INFO:CONSOLE(2458)] "invalid label: {"0":"InsightsSelector","1":"date"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.381563:INFO:CONSOLE(2458)] "invalid label: {"0":"InsightsSelector","1":"aggregate"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.415842:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"avgDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.416651:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"countDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.417741:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"firstDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.418685:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"lastDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.419559:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"maxDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.420528:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"minDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.421610:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"medianDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.422824:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"uniqueDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.424069:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"sumDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.425086:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"stddevDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.426130:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"stddevpDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.427065:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"varDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.428269:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"varpDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.429168:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"percentile_discDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.430287:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"lastDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.431522:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"regr_slopeDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.432829:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"regr_interceptDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.433318:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"regr_r2Description"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.434048:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"dateDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.435044:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"dateRangeDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.435962:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"daysBetweenDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.436845:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"date_diffDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.437701:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"day_in_weekDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.438832:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"day_in_monthDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
[63390:775:1120/142124.440011:INFO:CONSOLE(2458)] "invalid label: {"0":"SaqlFunctionDescription","1":"day_in_quarterDescription"}", source: https://provardemo.lightning.force.com/jslibrary/1542318814000/ui-analytics-dashboard-components/LightningDashboards.js (2458)
